Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,280,0.875,0.125,0.765,0.58
Defactinib,0.0016,A02,301,0.970099667774,0.0299003322259,0.79,0.53
YM155,0.04,A03,238,0.966386554622,0.0336134453782,0.79,0.53
Irinotecan mit 5-FU + Gefitinib,0.008,A04,181,0.839779005525,0.160220994475,0.68,0.57
Volasertib,0.04,A05,184,0.739130434783,0.260869565217,0.67,0.59
Gemcitabine,0.04,A06,171,0.684210526316,0.315789473684,0.685,0.59
Bexaroten,0.04,A07,234,0.978632478632,0.0213675213675,0.82,0.53
Dasatinib,0.008,A08,273,0.805860805861,0.194139194139,0.71,0.58
Staurosporine_500nM,0.04,A09,180,0.427777777778,0.572222222222,0.59,0.62
Palbociclib,0.0016,A10,264,0.962121212121,0.0378787878788,0.8,0.56
Vinblastin,0.0016,A11,217,0.870967741935,0.129032258065,0.7,0.58
Vinblastin,0.2,A12,262,0.538167938931,0.461832061069,0.61,0.58
Irinotecan mit 5-FU,0.0016,A13,243,0.934156378601,0.0658436213992,0.75,0.57
YM155,1.0,A14,121,0.743801652893,0.256198347107,0.75,0.59
Irinotecan / SN-38,0.2,A15,199,0.673366834171,0.326633165829,0.675,0.61
Dabrafenib with Trametinib,0.04,A16,249,0.883534136546,0.116465863454,0.75,0.59
DMSO,0.008,A17,247,0.955465587045,0.0445344129555,0.79,0.58
AZD 4547,0.2,A18,289,0.968858131488,0.0311418685121,0.76,0.56
Afatinib,0.008,A19,198,0.757575757576,0.242424242424,0.7,0.605
ALISERTIB,0.008,A20,222,0.878378378378,0.121621621622,0.71,0.56
lapatinib,0.04,A21,263,0.977186311787,0.0228136882129,0.79,0.585
ruxolitinib,0.04,A22,261,0.950191570881,0.0498084291188,0.79,0.54
Cabozantinib maleate,0.04,A23,239,0.949790794979,0.0502092050209,0.74,0.545
Panobinostat,0.008,A24,235,0.897872340426,0.102127659574,0.74,0.58
Idelalisib,0.2,B01,298,0.96644295302,0.0335570469799,0.78,0.555
Crizotinib,1.0,B02,202,0.480198019802,0.519801980198,0.64,0.65
DMSO,0.008,B03,266,0.977443609023,0.0225563909774,0.8,0.555
sonidegib,0.2,B04,285,0.978947368421,0.0210526315789,0.8,0.575
Irinotecan / SN-38,0.04,B05,157,0.662420382166,0.337579617834,0.64,0.6
Vorinostat,0.0016,B06,228,0.824561403509,0.175438596491,0.75,0.575
Trifluoridin/Tipiracil,1.0,B07,196,0.821428571429,0.178571428571,0.7,0.57
DMSO,0.2,B08,251,0.94422310757,0.0557768924303,0.8,0.56
sonidegib,0.0016,B09,231,0.865800865801,0.134199134199,0.73,0.55
AZD 5363,0.008,B10,258,0.972868217054,0.0271317829457,0.795,0.52
LGK974,0.0016,B11,291,0.969072164948,0.0309278350515,0.8,0.57
5-FU,0.008,B12,264,0.897727272727,0.102272727273,0.77,0.54
Everolimus,0.2,B13,280,0.932142857143,0.0678571428571,0.78,0.56
AZD 4547,0.0016,B14,288,0.954861111111,0.0451388888889,0.81,0.57
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,173,0.849710982659,0.150289017341,0.72,0.565
Paclitaxel,0.04,B16,219,0.739726027397,0.260273972603,0.69,0.56
PHENFORMIN,0.0016,B17,268,0.962686567164,0.0373134328358,0.8,0.535
pazopanib,0.2,B18,253,0.96837944664,0.0316205533597,0.8,0.555
Irinotecan mit 5-FU,1.0,B19,148,0.689189189189,0.310810810811,0.7,0.565
Trametinib,1.0,B20,265,0.924528301887,0.0754716981132,0.79,0.57
Venetoclax,0.008,B21,269,0.936802973978,0.0631970260223,0.79,0.55
Docetaxel,0.04,B22,219,0.616438356164,0.383561643836,0.69,0.57
Alpelisib,0.008,B23,295,0.966101694915,0.0338983050847,0.8,0.54
Trametinib,0.0016,B24,263,0.93536121673,0.06463878327,0.75,0.54
Taselisib,0.2,C01,303,0.963696369637,0.036303630363,0.77,0.57
Irinotecan mit 5-FU + Gefitinib,0.04,C02,159,0.767295597484,0.232704402516,0.685,0.56
Ponatinib,0.008,C03,284,0.971830985915,0.0281690140845,0.8,0.565
Gemcitabine,0.0016,C04,262,0.961832061069,0.0381679389313,0.79,0.535
5-FU,0.2,C05,209,0.866028708134,0.133971291866,0.73,0.57
Etoposid,0.0016,C06,246,0.971544715447,0.0284552845528,0.83,0.55
Vorinostat,0.008,C07,251,0.948207171315,0.0517928286853,0.77,0.53
Olaparib,0.2,C08,253,0.928853754941,0.0711462450593,0.74,0.54
Everolimus,0.0016,C09,266,0.943609022556,0.0563909774436,0.77,0.55
Bexaroten,0.008,C10,272,0.992647058824,0.00735294117647,0.82,0.625
Venetoclax,0.04,C11,269,0.955390334572,0.0446096654275,0.79,0.535
Docetaxel,1.0,C12,231,0.645021645022,0.354978354978,0.64,0.58
PRI-724,0.0016,C13,262,0.950381679389,0.0496183206107,0.795,0.55
Erlotinib,0.0016,C14,268,0.977611940299,0.0223880597015,0.79,0.525
Bortezomib,0.2,C15,242,0.0165289256198,0.98347107438,0.525,0.74
DMSO,0.0016,C16,247,0.939271255061,0.0607287449393,0.76,0.55
GSK2636771,0.2,C17,250,0.956,0.044,0.8,0.57
Methotrexate,0.0016,C18,242,0.938016528926,0.0619834710744,0.79,0.57
PHENFORMIN,0.04,C19,272,0.974264705882,0.0257352941176,0.77,0.58
5-FU,0.04,C20,193,0.901554404145,0.0984455958549,0.72,0.59
Defactinib,1.0,C21,218,0.889908256881,0.110091743119,0.74,0.555
Venetoclax,0.0016,C22,239,0.97489539749,0.0251046025105,0.77,0.56
GSK2636771,0.008,C23,249,0.975903614458,0.0240963855422,0.79,0.545
DMSO,0.04,C24,260,0.953846153846,0.0461538461538,0.77,0.55
Dasatinib,0.0016,D01,278,0.935251798561,0.0647482014388,0.77,0.53
Olaparib,0.0016,D02,254,0.968503937008,0.0314960629921,0.79,0.56
Dacarbazine,0.04,D03,278,0.94964028777,0.0503597122302,0.8,0.59
Erlotinib,0.008,D04,262,0.988549618321,0.0114503816794,0.83,0.64
Cabozantinib maleate,0.0016,D05,263,0.965779467681,0.0342205323194,0.8,0.56
Regorafenib,0.04,D06,249,0.971887550201,0.0281124497992,0.82,0.53
Idelalisib,0.008,D07,276,0.963768115942,0.036231884058,0.8,0.55
Oxaliplatin mit 5-FU + Gefitinib,0.0016,D08,249,0.963855421687,0.0361445783133,0.8,0.55
Palbociclib,1.0,D09,259,0.972972972973,0.027027027027,0.76,0.53
DMSO,1.0,D10,236,0.957627118644,0.0423728813559,0.79,0.57
Bleomycin,0.008,D11,262,0.965648854962,0.0343511450382,0.79,0.59
Dabrafenib,0.2,D12,234,0.991452991453,0.00854700854701,0.8,0.57
VX-702,0.2,D13,259,0.934362934363,0.0656370656371,0.78,0.56
MK-1775,0.04,D14,214,0.920560747664,0.0794392523364,0.74,0.52
Regorafenib,0.0016,D15,274,0.952554744526,0.0474452554745,0.79,0.54
Bleomycin,1.0,D16,152,0.868421052632,0.131578947368,0.74,0.555
Sorafenib,0.0016,D17,251,0.91235059761,0.0876494023904,0.77,0.565
YM155,0.008,D18,261,0.950191570881,0.0498084291188,0.76,0.56
Gefitinib,0.0016,D19,275,0.978181818182,0.0218181818182,0.82,0.53
Sorafenib,0.008,D20,242,0.954545454545,0.0454545454545,0.77,0.6
