Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,362,0.422651933702,0.577348066298,0.7,0.72
Defactinib,0.0016,A02,418,0.99043062201,0.00956937799043,0.99,0.63
YM155,0.04,A03,496,0.907258064516,0.0927419354839,0.96,0.67
Irinotecan mit 5-FU + Gefitinib,0.008,A04,508,0.832677165354,0.167322834646,0.86,0.6
Volasertib,0.04,A05,405,0.844444444444,0.155555555556,0.85,0.62
Gemcitabine,0.04,A06,467,0.69164882227,0.30835117773,0.79,0.7
Bexaroten,0.04,A07,350,1.0,0.0,0.99,
Dasatinib,0.008,A08,374,0.772727272727,0.227272727273,0.84,0.62
Staurosporine_500nM,0.04,A09,334,0.0,1.0,,0.99
Palbociclib,0.0016,A10,401,0.997506234414,0.00249376558603,0.99,0.59
Vinblastin,0.0016,A11,396,0.888888888889,0.111111111111,0.91,0.64
Vinblastin,0.2,A12,388,0.621134020619,0.378865979381,0.705,0.63
Irinotecan mit 5-FU,0.0016,A13,450,0.98,0.02,0.97,0.6
YM155,1.0,A14,441,0.0952380952381,0.904761904762,0.625,0.93
Irinotecan / SN-38,0.2,A15,210,0.0,1.0,,1.0
Dabrafenib with Trametinib,0.04,A16,453,0.810154525386,0.189845474614,0.76,0.68
DMSO,0.008,A17,448,0.991071428571,0.00892857142857,0.99,0.6
AZD 4547,0.2,A18,491,0.93482688391,0.0651731160896,0.92,0.595
Afatinib,0.008,A19,419,0.899761336516,0.100238663484,0.92,0.64
ALISERTIB,0.008,A20,451,0.977827050998,0.0221729490022,0.98,0.61
lapatinib,0.04,A21,394,1.0,0.0,0.99,
ruxolitinib,0.04,A22,451,0.9955654102,0.00443458980044,0.99,0.545
Cabozantinib maleate,0.04,A23,439,0.995444191344,0.00455580865604,0.99,0.7
Panobinostat,0.008,A24,382,1.0,0.0,0.99,
Idelalisib,0.2,B01,498,0.9859437751,0.0140562248996,0.99,0.61
Crizotinib,1.0,B02,318,0.0,1.0,,0.98
DMSO,0.008,B03,409,0.973105134474,0.0268948655257,0.98,0.6
sonidegib,0.2,B04,409,0.863080684597,0.136919315403,0.99,0.645
Irinotecan / SN-38,0.04,B05,481,0.530145530146,0.469854469854,0.84,0.79
Vorinostat,0.0016,B06,412,0.898058252427,0.101941747573,0.96,0.72
Trifluoridin/Tipiracil,1.0,B07,435,0.926436781609,0.0735632183908,0.96,0.64
DMSO,0.2,B08,507,0.992110453649,0.00788954635108,0.99,0.54
sonidegib,0.0016,B09,500,0.9,0.1,0.91,0.67
AZD 5363,0.008,B10,454,0.986784140969,0.0132158590308,0.99,0.57
LGK974,0.0016,B11,466,0.991416309013,0.00858369098712,0.99,0.66
5-FU,0.008,B12,456,0.997807017544,0.00219298245614,0.99,0.76
Everolimus,0.2,B13,502,1.0,0.0,0.99,
AZD 4547,0.0016,B14,452,0.993362831858,0.00663716814159,0.99,0.55
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,359,0.955431754875,0.0445682451253,0.97,0.65
Paclitaxel,0.04,B16,457,0.656455142232,0.343544857768,0.86,0.85
PHENFORMIN,0.0016,B17,373,0.991957104558,0.00804289544236,0.99,0.66
pazopanib,0.2,B18,480,0.9875,0.0125,0.99,0.705
Irinotecan mit 5-FU,1.0,B19,256,0.046875,0.953125,0.54,0.86
Trametinib,1.0,B20,572,0.48951048951,0.51048951049,0.72,0.78
Venetoclax,0.008,B21,524,0.874045801527,0.125954198473,0.91,0.66
Docetaxel,0.04,B22,428,0.38785046729,0.61214953271,0.68,0.76
Alpelisib,0.008,B23,464,0.997844827586,0.00215517241379,0.99,0.74
Trametinib,0.0016,B24,511,0.980430528376,0.0195694716243,0.98,0.59
Taselisib,0.2,C01,538,0.524163568773,0.475836431227,0.69,0.73
Irinotecan mit 5-FU + Gefitinib,0.04,C02,517,0.628626692456,0.371373307544,0.805,0.735
Ponatinib,0.008,C03,475,0.966315789474,0.0336842105263,0.98,0.64
Gemcitabine,0.0016,C04,419,0.997613365155,0.00238663484487,0.99,0.58
5-FU,0.2,C05,529,0.844990548204,0.155009451796,0.93,0.695
Etoposid,0.0016,C06,412,0.992718446602,0.00728155339806,0.99,0.66
Vorinostat,0.008,C07,458,0.989082969432,0.0109170305677,0.98,0.57
Olaparib,0.2,C08,442,0.995475113122,0.00452488687783,0.99,0.57
Everolimus,0.0016,C09,435,0.983908045977,0.016091954023,0.98,0.62
Bexaroten,0.008,C10,487,0.99794661191,0.00205338809035,0.99,0.54
Venetoclax,0.04,C11,432,0.990740740741,0.00925925925926,1.0,0.61
Docetaxel,1.0,C12,507,0.641025641026,0.358974358974,0.87,0.855
PRI-724,0.0016,C13,414,0.997584541063,0.0024154589372,0.98,0.62
Erlotinib,0.0016,C14,471,0.991507430998,0.00849256900212,0.99,0.635
Bortezomib,0.2,C15,632,0.0,1.0,,1.0
DMSO,0.0016,C16,482,0.99377593361,0.00622406639004,0.99,0.61
GSK2636771,0.2,C17,442,0.814479638009,0.185520361991,0.9,0.645
Methotrexate,0.0016,C18,419,0.990453460621,0.00954653937947,0.99,0.55
PHENFORMIN,0.04,C19,500,1.0,0.0,0.99,
5-FU,0.04,C20,473,0.987315010571,0.0126849894292,0.97,0.625
Defactinib,1.0,C21,468,0.899572649573,0.100427350427,0.9,0.71
Venetoclax,0.0016,C22,458,0.995633187773,0.00436681222707,0.99,0.625
GSK2636771,0.008,C23,520,0.942307692308,0.0576923076923,0.95,0.61
DMSO,0.04,C24,468,0.989316239316,0.0106837606838,0.98,0.56
Dasatinib,0.0016,D01,450,0.771111111111,0.228888888889,0.85,0.67
Olaparib,0.0016,D02,423,1.0,0.0,0.99,
Dacarbazine,0.04,D03,447,0.997762863535,0.00223713646532,0.99,0.6
Erlotinib,0.008,D04,448,0.988839285714,0.0111607142857,0.99,0.62
Cabozantinib maleate,0.0016,D05,393,0.994910941476,0.00508905852417,0.99,0.56
Regorafenib,0.04,D06,465,0.987096774194,0.0129032258065,0.98,0.59
Idelalisib,0.008,D07,436,0.98623853211,0.0137614678899,0.98,0.605
Oxaliplatin mit 5-FU + Gefitinib,0.0016,D08,521,0.988483685221,0.0115163147793,0.99,0.605
Palbociclib,1.0,D09,464,0.922413793103,0.0775862068966,0.96,0.655
