Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,390,0.376923076923,0.623076923077,0.56,0.6
Defactinib,0.0016,A02,382,0.884816753927,0.115183246073,0.78,0.535
YM155,0.04,A03,462,0.151515151515,0.848484848485,0.56,0.68
Irinotecan mit 5-FU + Gefitinib,0.008,A04,375,0.850666666667,0.149333333333,0.76,0.57
Volasertib,0.04,A05,471,0.267515923567,0.732484076433,0.55,0.63
Gemcitabine,0.04,A06,352,0.818181818182,0.181818181818,0.76,0.55
Bexaroten,0.04,A07,350,0.871428571429,0.128571428571,0.78,0.57
Dasatinib,0.008,A08,436,0.717889908257,0.282110091743,0.71,0.57
Staurosporine_500nM,0.04,A09,193,0.621761658031,0.378238341969,0.64,0.57
Palbociclib,0.0016,A10,387,0.857881136951,0.142118863049,0.79,0.54
Vinblastin,0.0016,A11,551,0.669691470054,0.330308529946,0.61,0.58
Vinblastin,0.2,A12,377,0.379310344828,0.620689655172,0.56,0.61
Irinotecan mit 5-FU,0.0016,A13,397,0.642317380353,0.357682619647,0.64,0.58
YM155,1.0,A14,504,0.146825396825,0.853174603175,0.56,0.705
Irinotecan / SN-38,0.2,A15,938,0.0991471215352,0.900852878465,0.53,0.72
Dabrafenib with Trametinib,0.04,A16,770,0.705194805195,0.294805194805,0.6,0.55
DMSO,0.008,A17,409,0.843520782396,0.156479217604,0.77,0.55
AZD 4547,0.2,A18,422,0.902843601896,0.0971563981043,0.79,0.54
Afatinib,0.008,A19,494,0.493927125506,0.506072874494,0.6,0.55
ALISERTIB,0.008,A20,425,0.750588235294,0.249411764706,0.67,0.55
lapatinib,0.04,A21,522,0.831417624521,0.168582375479,0.66,0.54
ruxolitinib,0.04,A22,540,0.825925925926,0.174074074074,0.7,0.53
Cabozantinib maleate,0.04,A23,449,0.870824053452,0.129175946548,0.76,0.55
Panobinostat,0.008,A24,403,0.846153846154,0.153846153846,0.775,0.55
Idelalisib,0.2,B01,484,0.857438016529,0.142561983471,0.77,0.54
Crizotinib,1.0,B02,328,0.487804878049,0.512195121951,0.585,0.61
DMSO,0.008,B03,345,0.828985507246,0.171014492754,0.81,0.56
sonidegib,0.2,B04,357,0.882352941176,0.117647058824,0.8,0.555
Irinotecan / SN-38,0.04,B05,852,0.1220657277,0.8779342723,0.545,0.72
Vorinostat,0.0016,B06,409,0.777506112469,0.222493887531,0.74,0.55
Trifluoridin/Tipiracil,1.0,B07,400,0.785,0.215,0.73,0.57
DMSO,0.2,B08,366,0.844262295082,0.155737704918,0.82,0.55
sonidegib,0.0016,B09,416,0.754807692308,0.245192307692,0.66,0.57
AZD 5363,0.008,B10,387,0.839793281654,0.160206718346,0.76,0.545
LGK974,0.0016,B11,409,0.819070904645,0.180929095355,0.785,0.55
5-FU,0.008,B12,360,0.847222222222,0.152777777778,0.76,0.55
Everolimus,0.2,B13,376,0.869680851064,0.130319148936,0.78,0.56
AZD 4547,0.0016,B14,422,0.841232227488,0.158767772512,0.735,0.54
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,380,0.815789473684,0.184210526316,0.79,0.55
Paclitaxel,0.04,B16,477,0.572327044025,0.427672955975,0.61,0.59
PHENFORMIN,0.0016,B17,412,0.868932038835,0.131067961165,0.795,0.54
pazopanib,0.2,B18,450,0.748888888889,0.251111111111,0.68,0.56
Irinotecan mit 5-FU,1.0,B19,783,0.0970625798212,0.902937420179,0.54,0.71
Trametinib,1.0,B20,927,0.621359223301,0.378640776699,0.58,0.55
Venetoclax,0.008,B21,804,0.725124378109,0.274875621891,0.6,0.55
Docetaxel,0.04,B22,547,0.325411334552,0.674588665448,0.55,0.61
Alpelisib,0.008,B23,370,0.813513513514,0.186486486486,0.79,0.55
Trametinib,0.0016,B24,428,0.86214953271,0.13785046729,0.77,0.53
Taselisib,0.2,C01,467,0.807280513919,0.192719486081,0.66,0.56
Irinotecan mit 5-FU + Gefitinib,0.04,C02,488,0.598360655738,0.401639344262,0.6,0.585
Ponatinib,0.008,C03,375,0.861333333333,0.138666666667,0.74,0.56
Gemcitabine,0.0016,C04,361,0.864265927978,0.135734072022,0.76,0.54
5-FU,0.2,C05,375,0.704,0.296,0.68,0.57
Etoposid,0.0016,C06,368,0.858695652174,0.141304347826,0.8,0.545
Vorinostat,0.008,C07,421,0.814726840855,0.185273159145,0.66,0.55
Olaparib,0.2,C08,449,0.75723830735,0.24276169265,0.705,0.56
Everolimus,0.0016,C09,376,0.856382978723,0.143617021277,0.75,0.56
Bexaroten,0.008,C10,362,0.889502762431,0.110497237569,0.77,0.555
Venetoclax,0.04,C11,302,0.867549668874,0.132450331126,0.75,0.55
Docetaxel,1.0,C12,454,0.449339207048,0.550660792952,0.575,0.58
PRI-724,0.0016,C13,331,0.888217522659,0.111782477341,0.8,0.57
Erlotinib,0.0016,C14,489,0.842535787321,0.157464212679,0.74,0.54
Bortezomib,0.2,C15,1056,0.0520833333333,0.947916666667,0.54,0.77
DMSO,0.0016,C16,373,0.798927613941,0.201072386059,0.77,0.53
GSK2636771,0.2,C17,331,0.894259818731,0.105740181269,0.79,0.54
Methotrexate,0.0016,C18,393,0.809160305344,0.190839694656,0.68,0.53
PHENFORMIN,0.04,C19,373,0.900804289544,0.0991957104558,0.81,0.55
5-FU,0.04,C20,363,0.851239669421,0.148760330579,0.76,0.55
Defactinib,1.0,C21,307,0.788273615635,0.211726384365,0.69,0.54
Venetoclax,0.0016,C22,343,0.833819241983,0.166180758017,0.8,0.55
GSK2636771,0.008,C23,482,0.707468879668,0.292531120332,0.65,0.55
DMSO,0.04,C24,421,0.807600950119,0.192399049881,0.76,0.56
Dasatinib,0.0016,D01,495,0.717171717172,0.282828282828,0.62,0.55
Olaparib,0.0016,D02,388,0.89175257732,0.10824742268,0.78,0.545
Dacarbazine,0.04,D03,348,0.813218390805,0.186781609195,0.75,0.55
Erlotinib,0.008,D04,654,0.766055045872,0.233944954128,0.64,0.55
Cabozantinib maleate,0.0016,D05,368,0.89402173913,0.10597826087,0.775,0.56
Regorafenib,0.04,D06,452,0.838495575221,0.161504424779,0.71,0.54
Idelalisib,0.008,D07,396,0.838383838384,0.161616161616,0.74,0.54
Oxaliplatin mit 5-FU + Gefitinib,0.0016,D08,343,0.807580174927,0.192419825073,0.75,0.55
Palbociclib,1.0,D09,342,0.891812865497,0.108187134503,0.76,0.56
DMSO,1.0,D10,324,0.854938271605,0.145061728395,0.75,0.55
Bleomycin,0.008,D11,392,0.875,0.125,0.77,0.55
Dabrafenib,0.2,D12,595,0.78487394958,0.21512605042,0.65,0.54
VX-702,0.2,D13,298,0.828859060403,0.171140939597,0.77,0.55
MK-1775,0.04,D14,326,0.819018404908,0.180981595092,0.68,0.56
Regorafenib,0.0016,D15,351,0.794871794872,0.205128205128,0.69,0.56
Bleomycin,1.0,D16,343,0.67055393586,0.32944606414,0.66,0.56
Sorafenib,0.0016,D17,342,0.845029239766,0.154970760234,0.76,0.55
YM155,0.008,D18,344,0.651162790698,0.348837209302,0.65,0.56
Gefitinib,0.0016,D19,387,0.819121447028,0.180878552972,0.73,0.55
Sorafenib,0.008,D20,348,0.864942528736,0.135057471264,0.755,0.56
Oxaliplatin mit 5-FU,0.04,D21,327,0.82874617737,0.17125382263,0.71,0.555
Erlotinib,0.04,D22,628,0.65923566879,0.34076433121,0.62,0.55
Afatinib,0.2,D23,469,0.294243070362,0.705756929638,0.54,0.59
Alpelisib,0.0016,D24,367,0.893732970027,0.106267029973,0.81,0.54
Taselisib,0.008,E01,494,0.672064777328,0.327935222672,0.63,0.57
YM155,0.2,E02,672,0.145833333333,0.854166666667,0.55,0.71
