Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Chrysophanic Acid,nan,A01,404,0.997524752475,0.00247524752475,0.99,0.52
Anacardic Acid,nan,A02,456,0.995614035088,0.00438596491228,0.99,0.57
LY2603618,nan,A03,441,0.675736961451,0.324263038549,0.74,0.63
DMSO,nan,A04,434,1.0,0.0,0.99,
PF-00562271,nan,A05,880,0.292045454545,0.707954545455,0.74,0.75
SC1,nan,A06,511,0.399217221135,0.600782778865,0.63,0.65
R547,nan,A07,745,0.0872483221477,0.912751677852,0.61,0.77
DMSO,nan,A08,520,0.988461538462,0.0115384615385,0.98,0.535
TAK-901,nan,A09,502,0.97609561753,0.0239043824701,0.95,0.575
PLX7904,nan,A10,566,0.984098939929,0.0159010600707,0.96,0.61
TG101348 (SAR302503),nan,A11,457,0.984682713348,0.0153172866521,0.97,0.54
DMSO,nan,A12,528,0.998106060606,0.00189393939394,0.99,0.51
Tivantinib (ARQ 197),nan,A13,466,0.905579399142,0.0944206008584,0.86,0.59
Butein,nan,A14,424,0.992924528302,0.00707547169811,0.98,0.55
MK-2461,nan,A15,457,0.989059080963,0.0109409190372,0.99,0.58
DMSO,nan,A16,444,0.995495495495,0.0045045045045,0.99,0.57
Dabrafenib (GSK2118436),nan,A17,572,0.716783216783,0.283216783217,0.78,0.62
DMSO,nan,A18,459,1.0,0.0,0.99,
TPCA-1,nan,A19,524,0.996183206107,0.00381679389313,0.99,0.56
DMSO,nan,A20,432,0.993055555556,0.00694444444444,0.98,0.52
IKK-16 (IKK Inhibitor VII),nan,A21,527,0.975332068311,0.0246679316888,0.96,0.56
DMSO,nan,A22,425,0.990588235294,0.00941176470588,0.99,0.6
DMSO,nan,A23,457,0.995623632385,0.00437636761488,0.99,0.595
DMSO,nan,A24,432,0.986111111111,0.0138888888889,0.98,0.525
PF-477736,nan,B01,470,0.872340425532,0.127659574468,0.84,0.59
Y-27632 2HCl,nan,B02,585,0.989743589744,0.0102564102564,0.98,0.615
Piceatannol,nan,B03,548,0.607664233577,0.392335766423,0.66,0.61
Avagacestat (BMS-708163),nan,B04,515,0.992233009709,0.00776699029126,0.98,0.625
AP26113,nan,B05,517,0.839458413926,0.160541586074,0.79,0.6
TWS119,nan,B06,483,0.991718426501,0.00828157349896,0.97,0.585
PD168393,nan,B07,671,0.98956780924,0.0104321907601,0.95,0.53
AZ 960,nan,B08,517,0.984526112186,0.0154738878143,0.97,0.565
RN486,nan,B09,480,1.0,0.0,0.98,
MK-0752,nan,B10,557,0.982046678636,0.0179533213645,0.93,0.56
AZD3463,nan,B11,482,0.917012448133,0.0829875518672,0.86,0.575
CHIR-98014,nan,B12,716,0.638268156425,0.361731843575,0.86,0.7
SSR128129E,nan,B13,450,0.991111111111,0.00888888888889,0.98,0.515
WHI-P154,nan,B14,480,0.985416666667,0.0145833333333,0.98,0.62
GF109203X,nan,B15,713,0.884992987377,0.115007012623,0.84,0.57
IWR-1-endo,nan,B16,472,0.985169491525,0.0148305084746,0.97,0.6
FRAX597,nan,B17,544,0.976102941176,0.0238970588235,0.91,0.6
BIO,nan,B18,470,0.968085106383,0.031914893617,0.95,0.56
TG003,nan,B19,459,0.997821350763,0.00217864923747,0.99,0.56
K02288,nan,B20,533,0.990619136961,0.0093808630394,0.98,0.61
KN-62,nan,B21,477,0.98322851153,0.0167714884696,0.98,0.555
Filgotinib (GLPG0634),nan,B22,472,0.989406779661,0.010593220339,0.98,0.6
DMSO,nan,B23,457,0.99124726477,0.00875273522976,0.99,0.54
DMSO,nan,B24,434,0.988479262673,0.0115207373272,0.99,0.57
Phenformin HCl,nan,C01,441,0.997732426304,0.00226757369615,0.99,0.51
Filgotinib (GLPG0634),nan,C02,474,0.978902953586,0.0210970464135,0.97,0.555
DCC-2036 (Rebastinib),nan,C03,722,0.987534626039,0.0124653739612,0.95,0.58
DMSO,nan,C04,530,0.992452830189,0.00754716981132,0.99,0.67
Trametinib (GSK1120212),nan,C05,688,0.626453488372,0.373546511628,0.88,0.72
SU6656,nan,C06,463,0.989200863931,0.0107991360691,0.98,0.56
WAY-600,nan,C07,554,0.994584837545,0.00541516245487,0.97,0.58
DMSO,nan,C08,577,0.991334488735,0.00866551126516,0.97,0.56
AMG-900,nan,C09,446,0.979820627803,0.0201793721973,0.98,0.57
AZD3759,nan,C10,480,0.920833333333,0.0791666666667,0.89,0.615
PHA-767491,nan,C11,907,0.162072767365,0.837927232635,0.69,0.78
DMSO,nan,C12,515,0.992233009709,0.00776699029126,0.98,0.575
Varlitinib,nan,C13,614,0.975570032573,0.0244299674267,0.96,0.53
GDC-0349,nan,C14,555,0.990990990991,0.00900900900901,0.95,0.58
AZD2014,nan,C15,723,0.961272475795,0.0387275242047,0.9,0.625
DMSO,nan,C16,595,0.996638655462,0.00336134453782,0.99,0.525
GDC-0068,nan,C17,494,0.96963562753,0.0303643724696,0.88,0.56
DMSO,nan,C18,462,0.989177489177,0.0108225108225,0.98,0.58
SAR131675,nan,C19,475,0.987368421053,0.0126315789474,0.98,0.595
DMSO,nan,C20,418,0.992822966507,0.00717703349282,0.99,0.69
PF-562271,nan,C21,929,0.124865446717,0.875134553283,0.6,0.77
DMSO,nan,C22,464,0.987068965517,0.0129310344828,0.98,0.55
DMSO,nan,C23,450,0.988888888889,0.0111111111111,0.98,0.61
DMSO,nan,C24,408,0.990196078431,0.00980392156863,0.98,0.575
Go 6983,nan,D01,569,0.989455184534,0.0105448154657,0.96,0.585
Enzastaurin (LY317615),nan,D02,411,0.47201946472,0.52798053528,0.94,0.81
Schisandrin B (Sch B),nan,D03,619,0.983844911147,0.016155088853,0.96,0.55
Ruxolitinib (INCB018424),nan,D04,632,0.993670886076,0.00632911392405,0.96,0.555
AZD2932,nan,D05,641,0.96879875195,0.0312012480499,0.94,0.565
Semagacestat (LY450139),nan,D06,663,0.974358974359,0.025641025641,0.96,0.61
CX-6258 HCl,nan,D07,606,0.983498349835,0.016501650165,0.98,0.565
