Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,123,0.853658536585,0.146341463415,0.8,0.59
Defactinib,0.0016,A02,176,0.994318181818,0.00568181818182,0.92,0.74
YM155,0.04,A03,182,0.967032967033,0.032967032967,0.87,0.565
Irinotecan mit 5-FU + Gefitinib,0.008,A04,181,0.839779005525,0.160220994475,0.68,0.65
Volasertib,0.04,A05,96,0.572916666667,0.427083333333,0.61,0.65
Gemcitabine,0.04,A06,167,0.604790419162,0.395209580838,0.64,0.64
Bexaroten,0.04,A07,263,1.0,0.0,0.95,
Dasatinib,0.008,A08,192,0.963541666667,0.0364583333333,0.9,0.63
Staurosporine_500nM,0.04,A09,151,0.225165562914,0.774834437086,0.59,0.7
Palbociclib,0.0016,A10,260,0.996153846154,0.00384615384615,0.95,0.57
Vinblastin,0.0016,A11,229,0.995633187773,0.00436681222707,0.92,0.53
Vinblastin,0.2,A12,123,0.365853658537,0.634146341463,0.6,0.69
Irinotecan mit 5-FU,0.0016,A13,237,0.983122362869,0.0168776371308,0.88,0.59
YM155,1.0,A14,77,0.0909090909091,0.909090909091,0.55,0.76
Irinotecan / SN-38,0.2,A15,98,0.0714285714286,0.928571428571,0.53,0.72
Dabrafenib with Trametinib,0.04,A16,184,0.945652173913,0.054347826087,0.8,0.62
DMSO,0.008,A17,257,0.996108949416,0.00389105058366,0.94,0.51
AZD 4547,0.2,A18,214,1.0,0.0,0.94,
Afatinib,0.008,A19,192,0.796875,0.203125,0.66,0.58
ALISERTIB,0.008,A20,112,0.642857142857,0.357142857143,0.67,0.685
lapatinib,0.04,A21,229,1.0,0.0,0.93,
ruxolitinib,0.04,A22,216,1.0,0.0,0.93,
Cabozantinib maleate,0.04,A23,261,0.996168582375,0.00383141762452,0.93,0.67
Panobinostat,0.008,A24,219,0.977168949772,0.0228310502283,0.885,0.54
Idelalisib,0.2,B01,201,0.995024875622,0.00497512437811,0.9,0.6
Crizotinib,1.0,B02,108,0.351851851852,0.648148148148,0.62,0.675
DMSO,0.008,B03,235,1.0,0.0,0.92,
sonidegib,0.2,B04,236,1.0,0.0,0.94,
Irinotecan / SN-38,0.04,B05,130,0.661538461538,0.338461538462,0.64,0.59
Vorinostat,0.0016,B06,223,0.941704035874,0.0582959641256,0.84,0.58
Trifluoridin/Tipiracil,1.0,B07,199,0.924623115578,0.0753768844221,0.78,0.59
DMSO,0.2,B08,243,0.987654320988,0.0123456790123,0.92,0.64
sonidegib,0.0016,B09,208,0.9375,0.0625,0.84,0.57
AZD 5363,0.008,B10,272,1.0,0.0,0.92,
LGK974,0.0016,B11,218,0.995412844037,0.0045871559633,0.93,0.54
5-FU,0.008,B12,275,0.992727272727,0.00727272727273,0.87,0.52
Everolimus,0.2,B13,258,0.996124031008,0.00387596899225,0.93,0.53
AZD 4547,0.0016,B14,252,0.996031746032,0.00396825396825,0.93,0.63
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,213,0.948356807512,0.0516431924883,0.82,0.57
Paclitaxel,0.04,B16,147,0.619047619048,0.380952380952,0.625,0.6
PHENFORMIN,0.0016,B17,247,0.991902834008,0.0080971659919,0.92,0.62
pazopanib,0.2,B18,264,0.992424242424,0.00757575757576,0.935,0.535
Irinotecan mit 5-FU,1.0,B19,154,0.597402597403,0.402597402597,0.64,0.62
Trametinib,1.0,B20,203,0.92118226601,0.0788177339901,0.78,0.58
Venetoclax,0.008,B21,190,0.978947368421,0.0210526315789,0.79,0.565
Docetaxel,0.04,B22,147,0.530612244898,0.469387755102,0.63,0.64
Alpelisib,0.008,B23,239,1.0,0.0,0.92,
Trametinib,0.0016,B24,211,0.990521327014,0.00947867298578,0.92,0.535
Taselisib,0.2,C01,230,0.982608695652,0.0173913043478,0.82,0.55
Irinotecan mit 5-FU + Gefitinib,0.04,C02,182,0.747252747253,0.252747252747,0.71,0.62
Ponatinib,0.008,C03,284,1.0,0.0,0.94,
Gemcitabine,0.0016,C04,240,1.0,0.0,0.91,
5-FU,0.2,C05,225,0.955555555556,0.0444444444444,0.81,0.56
Etoposid,0.0016,C06,250,1.0,0.0,0.94,
Vorinostat,0.008,C07,236,0.987288135593,0.0127118644068,0.86,0.62
Olaparib,0.2,C08,226,0.986725663717,0.0132743362832,0.89,0.53
