Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,413,0.179176755448,0.820823244552,0.62,0.83
Defactinib,0.0016,A02,583,0.996569468268,0.00343053173242,1.0,0.825
YM155,0.04,A03,557,0.989228007181,0.0107719928187,1.0,0.56
Irinotecan mit 5-FU + Gefitinib,0.008,A04,533,0.78799249531,0.21200750469,0.95,0.74
Volasertib,0.04,A05,634,0.334384858044,0.665615141956,0.705,0.77
Gemcitabine,0.04,A06,530,0.932075471698,0.0679245283019,0.93,0.64
Bexaroten,0.04,A07,577,0.987868284229,0.0121317157712,1.0,0.7
Dasatinib,0.008,A08,673,0.989598811293,0.0104011887073,0.99,0.58
Staurosporine_500nM,0.04,A09,584,0.0753424657534,0.924657534247,0.62,0.94
Palbociclib,0.0016,A10,582,0.991408934708,0.0085910652921,1.0,0.62
Vinblastin,0.0016,A11,517,0.984526112186,0.0154738878143,0.98,0.575
Vinblastin,0.2,A12,846,0.151300236407,0.848699763593,0.66,0.88
Irinotecan mit 5-FU,0.0016,A13,591,0.988155668359,0.0118443316413,0.99,0.64
YM155,1.0,A14,696,0.0603448275862,0.939655172414,0.66,0.94
Irinotecan / SN-38,0.2,A15,480,0.0,1.0,,0.99
Dabrafenib with Trametinib,0.04,A16,528,0.977272727273,0.0227272727273,0.97,0.605
DMSO,0.008,A17,601,0.978369384359,0.0216306156406,0.99,0.64
AZD 4547,0.2,A18,580,0.986206896552,0.0137931034483,1.0,0.725
Afatinib,0.008,A19,541,0.992606284658,0.00739371534196,1.0,0.66
ALISERTIB,0.008,A20,613,0.880913539967,0.119086460033,0.85,0.61
lapatinib,0.04,A21,586,0.993174061433,0.00682593856655,1.0,0.605
ruxolitinib,0.04,A22,549,0.987249544627,0.0127504553734,0.98,0.69
Cabozantinib maleate,0.04,A23,568,0.968309859155,0.0316901408451,0.99,0.62
Panobinostat,0.008,A24,551,0.994555353902,0.005444646098,1.0,0.52
Idelalisib,0.2,B01,585,0.994871794872,0.00512820512821,1.0,0.76
Crizotinib,1.0,B02,636,0.0,1.0,,0.98
DMSO,0.008,B03,534,0.977528089888,0.0224719101124,0.98,0.79
sonidegib,0.2,B04,638,0.987460815047,0.012539184953,1.0,0.635
Irinotecan / SN-38,0.04,B05,950,0.0231578947368,0.976842105263,0.61,0.95
Vorinostat,0.0016,B06,537,0.990689013035,0.00931098696462,1.0,0.58
Trifluoridin/Tipiracil,1.0,B07,495,0.963636363636,0.0363636363636,0.94,0.705
DMSO,0.2,B08,579,0.972366148532,0.027633851468,0.98,0.715
sonidegib,0.0016,B09,628,0.979299363057,0.0207006369427,0.99,0.62
AZD 5363,0.008,B10,656,0.986280487805,0.0137195121951,0.99,0.64
LGK974,0.0016,B11,609,0.988505747126,0.0114942528736,0.99,0.63
5-FU,0.008,B12,610,0.985245901639,0.0147540983607,1.0,0.61
Everolimus,0.2,B13,600,0.985,0.015,1.0,0.77
