Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,246,0.394308943089,0.605691056911,0.86,0.79
Defactinib,0.0016,A02,199,0.934673366834,0.0653266331658,0.98,0.77
YM155,0.04,A03,195,0.0410256410256,0.958974358974,0.71,0.9
Irinotecan mit 5-FU + Gefitinib,0.008,A04,271,0.848708487085,0.151291512915,0.93,0.64
Volasertib,0.04,A05,311,0.266881028939,0.733118971061,0.68,0.74
Gemcitabine,0.04,A06,232,0.836206896552,0.163793103448,0.97,0.66
Bexaroten,0.04,A07,255,0.905882352941,0.0941176470588,0.97,0.59
Dasatinib,0.008,A08,247,0.732793522267,0.267206477733,0.915,0.65
Staurosporine_500nM,0.04,A09,110,0.590909090909,0.409090909091,0.9,0.69
Palbociclib,0.0016,A10,241,0.933609958506,0.0663900414938,0.97,0.655
Vinblastin,0.0016,A11,221,0.696832579186,0.303167420814,0.85,0.64
Vinblastin,0.2,A12,260,0.223076923077,0.776923076923,0.82,0.8
Irinotecan mit 5-FU,0.0016,A13,249,0.658634538153,0.341365461847,0.92,0.72
YM155,1.0,A14,228,0.0175438596491,0.982456140351,0.875,0.9
Irinotecan / SN-38,0.2,A15,321,0.0249221183801,0.97507788162,0.74,0.95
Dabrafenib with Trametinib,0.04,A16,150,0.813333333333,0.186666666667,0.91,0.655
DMSO,0.008,A17,248,0.915322580645,0.0846774193548,0.94,0.65
AZD 4547,0.2,A18,212,0.948113207547,0.0518867924528,0.98,0.63
Afatinib,0.008,A19,238,0.609243697479,0.390756302521,0.84,0.75
ALISERTIB,0.008,A20,247,0.817813765182,0.182186234818,0.95,0.69
lapatinib,0.04,A21,160,0.8875,0.1125,0.97,0.745
ruxolitinib,0.04,A22,177,0.926553672316,0.0734463276836,0.98,0.64
Cabozantinib maleate,0.04,A23,204,0.946078431373,0.0539215686275,0.98,0.74
Panobinostat,0.008,A24,180,0.927777777778,0.0722222222222,0.99,0.6
Idelalisib,0.2,B01,207,0.975845410628,0.024154589372,0.98,0.58
Crizotinib,1.0,B02,240,0.45,0.55,0.83,0.77
DMSO,0.008,B03,235,0.88085106383,0.11914893617,0.97,0.66
sonidegib,0.2,B04,211,0.938388625592,0.0616113744076,0.99,0.64
Irinotecan / SN-38,0.04,B05,466,0.0557939914163,0.944206008584,0.7,0.91
Vorinostat,0.0016,B06,267,0.820224719101,0.179775280899,0.875,0.63
Trifluoridin/Tipiracil,1.0,B07,239,0.866108786611,0.133891213389,0.96,0.615
DMSO,0.2,B08,210,0.928571428571,0.0714285714286,0.99,0.64
sonidegib,0.0016,B09,231,0.779220779221,0.220779220779,0.95,0.65
AZD 5363,0.008,B10,215,0.86976744186,0.13023255814,0.97,0.68
