Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,468,0.771367521368,0.228632478632,0.795,0.67
Defactinib,0.0016,A02,398,0.881909547739,0.118090452261,0.83,0.61
YM155,0.04,A03,347,0.861671469741,0.138328530259,0.84,0.65
Irinotecan mit 5-FU + Gefitinib,0.008,A04,291,0.573883161512,0.426116838488,0.69,0.67
Volasertib,0.04,A05,414,0.30193236715,0.69806763285,0.635,0.77
Gemcitabine,0.04,A06,309,0.352750809061,0.647249190939,0.67,0.745
Bexaroten,0.04,A07,312,0.945512820513,0.0544871794872,0.87,0.56
Dasatinib,0.008,A08,501,0.60878243513,0.39121756487,0.755,0.65
Staurosporine_500nM,0.04,A09,235,0.391489361702,0.608510638298,0.61,0.64
Palbociclib,0.0016,A10,367,0.866485013624,0.133514986376,0.82,0.64
Vinblastin,0.0016,A11,405,0.691358024691,0.308641975309,0.75,0.65
Vinblastin,0.2,A12,538,0.390334572491,0.609665427509,0.64,0.69
Irinotecan mit 5-FU,0.0016,A13,336,0.872023809524,0.127976190476,0.78,0.66
YM155,1.0,A14,377,0.238726790451,0.761273209549,0.765,0.88
Irinotecan / SN-38,0.2,A15,434,0.0852534562212,0.914746543779,0.61,0.87
Dabrafenib with Trametinib,0.04,A16,426,0.654929577465,0.345070422535,0.76,0.68
DMSO,0.008,A17,330,0.948484848485,0.0515151515152,0.89,0.58
AZD 4547,0.2,A18,392,0.933673469388,0.0663265306122,0.83,0.65
Afatinib,0.008,A19,455,0.421978021978,0.578021978022,0.68,0.72
ALISERTIB,0.008,A20,374,0.68449197861,0.31550802139,0.75,0.63
lapatinib,0.04,A21,360,0.938888888889,0.0611111111111,0.88,0.57
ruxolitinib,0.04,A22,335,0.868656716418,0.131343283582,0.815,0.59
Cabozantinib maleate,0.04,A23,380,0.831578947368,0.168421052632,0.8,0.62
Panobinostat,0.008,A24,444,0.806306306306,0.193693693694,0.77,0.655
Idelalisib,0.2,B01,392,0.918367346939,0.0816326530612,0.855,0.605
Crizotinib,1.0,B02,419,0.188544152745,0.811455847255,0.64,0.815
DMSO,0.008,B03,346,0.92774566474,0.0722543352601,0.89,0.55
sonidegib,0.2,B04,363,0.933884297521,0.0661157024793,0.88,0.565
Irinotecan / SN-38,0.04,B05,280,0.278571428571,0.721428571429,0.6,0.71
Vorinostat,0.0016,B06,356,0.752808988764,0.247191011236,0.76,0.645
Trifluoridin/Tipiracil,1.0,B07,373,0.597855227882,0.402144772118,0.7,0.65
DMSO,0.2,B08,310,0.909677419355,0.0903225806452,0.86,0.61
sonidegib,0.0016,B09,337,0.818991097923,0.181008902077,0.795,0.61
AZD 5363,0.008,B10,333,0.921921921922,0.0780780780781,0.86,0.575
LGK974,0.0016,B11,355,0.980281690141,0.0197183098592,0.91,0.56
5-FU,0.008,B12,342,0.862573099415,0.137426900585,0.81,0.62
Everolimus,0.2,B13,362,0.85635359116,0.14364640884,0.795,0.605
AZD 4547,0.0016,B14,381,0.96062992126,0.0393700787402,0.89,0.55
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,272,0.742647058824,0.257352941176,0.77,0.66
Paclitaxel,0.04,B16,525,0.384761904762,0.615238095238,0.66,0.73
PHENFORMIN,0.0016,B17,361,0.950138504155,0.0498614958449,0.89,0.59
pazopanib,0.2,B18,411,0.841849148418,0.158150851582,0.78,0.62
Irinotecan mit 5-FU,1.0,B19,344,0.226744186047,0.773255813953,0.59,0.73
Trametinib,1.0,B20,566,0.556537102473,0.443462897527,0.75,0.75
Venetoclax,0.008,B21,426,0.758215962441,0.241784037559,0.78,0.64
Docetaxel,0.04,B22,585,0.234188034188,0.765811965812,0.62,0.76
Alpelisib,0.008,B23,406,0.916256157635,0.0837438423645,0.84,0.585
Trametinib,0.0016,B24,384,0.830729166667,0.169270833333,0.79,0.59
Taselisib,0.2,C01,459,0.82788671024,0.17211328976,0.83,0.69
Irinotecan mit 5-FU + Gefitinib,0.04,C02,274,0.551094890511,0.448905109489,0.71,0.63
Ponatinib,0.008,C03,334,0.934131736527,0.0658682634731,0.89,0.59
Gemcitabine,0.0016,C04,350,0.911428571429,0.0885714285714,0.83,0.6
5-FU,0.2,C05,298,0.815436241611,0.184563758389,0.79,0.66
Etoposid,0.0016,C06,311,0.977491961415,0.0225080385852,0.89,0.62
Vorinostat,0.008,C07,378,0.828042328042,0.171957671958,0.79,0.6
Olaparib,0.2,C08,338,0.786982248521,0.213017751479,0.74,0.605
Everolimus,0.0016,C09,371,0.929919137466,0.0700808625337,0.875,0.57
Bexaroten,0.008,C10,348,0.931034482759,0.0689655172414,0.88,0.565
Venetoclax,0.04,C11,343,0.924198250729,0.0758017492711,0.86,0.63
Docetaxel,1.0,C12,604,0.210264900662,0.789735099338,0.6,0.71
PRI-724,0.0016,C13,348,0.882183908046,0.117816091954,0.805,0.63
Erlotinib,0.0016,C14,339,0.958702064897,0.0412979351032,0.87,0.575
Bortezomib,0.2,C15,540,0.00185185185185,0.998148148148,0.54,0.96
DMSO,0.0016,C16,321,0.91277258567,0.0872274143302,0.88,0.605
GSK2636771,0.2,C17,357,0.918767507003,0.0812324929972,0.85,0.61
