Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Chrysophanic Acid,nan,A01,279,0.921146953405,0.078853046595,0.83,0.62
Anacardic Acid,nan,A02,308,0.922077922078,0.0779220779221,0.84,0.61
LY2603618,nan,A03,327,0.911314984709,0.0886850152905,0.8,0.54
DMSO,nan,A04,330,0.933333333333,0.0666666666667,0.79,0.57
PF-00562271,nan,A05,345,0.597101449275,0.402898550725,0.68,0.6
SC1,nan,A06,414,0.123188405797,0.876811594203,0.56,0.67
R547,nan,A07,256,0.16015625,0.83984375,0.58,0.66
DMSO,nan,A08,305,0.934426229508,0.0655737704918,0.84,0.555
TAK-901,nan,A09,446,0.860986547085,0.139013452915,0.74,0.575
PLX7904,nan,A10,322,0.919254658385,0.0807453416149,0.84,0.54
TG101348 (SAR302503),nan,A11,359,0.0557103064067,0.944289693593,0.555,0.68
DMSO,nan,A12,303,0.924092409241,0.0759075907591,0.83,0.59
Tivantinib (ARQ 197),nan,A13,361,0.734072022161,0.265927977839,0.7,0.595
Butein,nan,A14,327,0.935779816514,0.0642201834862,0.825,0.53
MK-2461,nan,A15,321,0.922118380062,0.0778816199377,0.82,0.62
DMSO,nan,A16,332,0.957831325301,0.0421686746988,0.83,0.595
Dabrafenib (GSK2118436),nan,A17,292,0.893835616438,0.106164383562,0.85,0.57
DMSO,nan,A18,285,0.940350877193,0.059649122807,0.81,0.55
TPCA-1,nan,A19,334,0.87125748503,0.12874251497,0.78,0.57
DMSO,nan,A20,309,0.873786407767,0.126213592233,0.83,0.56
IKK-16 (IKK Inhibitor VII),nan,A21,565,0.111504424779,0.888495575221,0.555,0.7
DMSO,nan,A22,294,0.952380952381,0.047619047619,0.84,0.58
DMSO,nan,A23,297,0.936026936027,0.0639730639731,0.85,0.57
DMSO,nan,A24,275,0.945454545455,0.0545454545455,0.83,0.59
PF-477736,nan,B01,281,0.886120996441,0.113879003559,0.76,0.57
Y-27632 2HCl,nan,B02,303,0.927392739274,0.0726072607261,0.84,0.585
Piceatannol,nan,B03,335,0.883582089552,0.116417910448,0.75,0.55
Avagacestat (BMS-708163),nan,B04,315,0.926984126984,0.0730158730159,0.82,0.57
AP26113,nan,B05,407,0.208845208845,0.791154791155,0.57,0.64
TWS119,nan,B06,285,0.933333333333,0.0666666666667,0.84,0.6
PD168393,nan,B07,497,0.293762575453,0.706237424547,0.58,0.63
AZ 960,nan,B08,299,0.916387959866,0.0836120401338,0.8,0.57
RN486,nan,B09,302,0.927152317881,0.0728476821192,0.81,0.56
MK-0752,nan,B10,305,0.937704918033,0.0622950819672,0.84,0.62
AZD3463,nan,B11,474,0.154008438819,0.845991561181,0.56,0.67
CHIR-98014,nan,B12,507,0.650887573964,0.349112426036,0.65,0.62
SSR128129E,nan,B13,348,0.936781609195,0.0632183908046,0.83,0.58
WHI-P154,nan,B14,319,0.887147335423,0.112852664577,0.85,0.56
GF109203X,nan,B15,378,0.812169312169,0.187830687831,0.71,0.59
IWR-1-endo,nan,B16,302,0.907284768212,0.0927152317881,0.795,0.55
FRAX597,nan,B17,581,0.196213425129,0.803786574871,0.57,0.66
BIO,nan,B18,395,0.870886075949,0.129113924051,0.76,0.59
TG003,nan,B19,327,0.880733944954,0.119266055046,0.82,0.57
K02288,nan,B20,317,0.867507886435,0.132492113565,0.84,0.615
KN-62,nan,B21,289,0.951557093426,0.0484429065744,0.83,0.58
Filgotinib (GLPG0634),nan,B22,315,0.904761904762,0.0952380952381,0.77,0.585
DMSO,nan,B23,336,0.892857142857,0.107142857143,0.78,0.57
DMSO,nan,B24,279,0.913978494624,0.0860215053763,0.86,0.56
Phenformin HCl,nan,C01,311,0.900321543408,0.0996784565916,0.84,0.58
Filgotinib (GLPG0634),nan,C02,312,0.916666666667,0.0833333333333,0.79,0.54
DCC-2036 (Rebastinib),nan,C03,414,0.869565217391,0.130434782609,0.77,0.59
DMSO,nan,C04,325,0.963076923077,0.0369230769231,0.84,0.58
