Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Linifanib (ABT-869),nan,A01,546,0.989010989011,0.010989010989,0.95,0.575
Y-27632 2HCl,nan,A02,550,0.981818181818,0.0181818181818,0.96,0.54
Cediranib (AZD2171),nan,A03,516,0.990310077519,0.00968992248062,0.925,0.55
Avagacestat (BMS-708163),nan,A04,590,0.989830508475,0.0101694915254,0.96,0.625
Motesanib Diphosphate (AMG-706),nan,A05,516,1.0,0.0,0.96,
TWS119,nan,A06,506,0.986166007905,0.0138339920949,0.96,0.58
Sunitinib Malate,nan,A07,563,0.985790408526,0.0142095914742,0.92,0.625
AZ 960,nan,A08,578,0.996539792388,0.00346020761246,0.96,0.55
SL-327,nan,A09,673,0.992570579495,0.0074294205052,0.93,0.56
MK-0752,nan,A10,585,0.993162393162,0.00683760683761,0.96,0.575
SU11274,nan,A11,510,0.988235294118,0.0117647058824,0.96,0.55
CHIR-98014,nan,A12,712,0.849719101124,0.150280898876,0.8,0.62
Vatalanib (PTK787) 2HCl,nan,A13,587,0.993185689949,0.00681431005111,0.96,0.545
WHI-P154,nan,A14,538,0.988847583643,0.0111524163569,0.96,0.54
Foretinib (GSK1363089),nan,A15,597,0.993299832496,0.00670016750419,0.94,0.545
IWR-1-endo,nan,A16,520,0.986538461538,0.0134615384615,0.96,0.56
AT9283,nan,A17,847,0.628099173554,0.371900826446,0.63,0.62
BIO,nan,A18,538,0.988847583643,0.0111524163569,0.92,0.625
Lenvatinib (E7080),nan,A19,542,0.981549815498,0.0184501845018,0.96,0.52
K02288,nan,A20,497,0.983903420523,0.0160965794769,0.96,0.6
WZ8040,nan,A21,505,0.988118811881,0.0118811881188,0.96,0.62
Filgotinib (GLPG0634),nan,A22,558,0.985663082437,0.0143369175627,0.95,0.59
DMSO,nan,A23,561,0.982174688057,0.017825311943,0.96,0.58
DMSO,nan,A24,595,0.989915966387,0.0100840336134,0.96,0.545
AG-1024,nan,B01,493,0.975659229209,0.0243407707911,0.93,0.565
GNF-5,nan,B02,504,0.986111111111,0.0138888888889,0.95,0.57
BX-912,nan,B03,447,0.984340044743,0.0156599552573,0.91,0.55
DMSO,nan,B04,470,0.993617021277,0.0063829787234,0.95,0.55
Aurora A Inhibitor I,nan,B05,455,0.984615384615,0.0153846153846,0.95,0.54
VX-11e,nan,B06,634,0.758675078864,0.241324921136,0.83,0.58
Pimasertib (AS-703026),nan,B07,540,0.785185185185,0.214814814815,0.73,0.56
DMSO,nan,B08,545,0.988990825688,0.0110091743119,0.95,0.62
Quizartinib (AC220),nan,B09,371,0.981132075472,0.0188679245283,0.93,0.56
LJI308,nan,B10,463,0.978401727862,0.0215982721382,0.95,0.565
PHT-427,nan,B11,558,0.978494623656,0.0215053763441,0.93,0.575
DMSO,nan,B12,488,0.979508196721,0.0204918032787,0.95,0.56
BIRB 796 (Doramapimod),nan,B13,513,0.996101364522,0.00389863547758,0.96,0.575
VE-821,nan,B14,503,0.980119284294,0.0198807157058,0.95,0.535
AZD8330,nan,B15,464,0.754310344828,0.245689655172,0.82,0.59
DMSO,nan,B16,486,0.991769547325,0.0082304526749,0.955,0.565
GSK461364,nan,B17,282,0.950354609929,0.0496453900709,0.9,0.595
BMS-582949,nan,B18,565,0.980530973451,0.0194690265487,0.95,0.59
Mubritinib (TAK 165),nan,B19,560,0.905357142857,0.0946428571429,0.8,0.58
DMSO,nan,B20,486,0.981481481481,0.0185185185185,0.95,0.55
Volasertib (BI 6727),nan,B21,475,0.985263157895,0.0147368421053,0.94,0.56
DMSO,nan,B22,452,0.971238938053,0.0287610619469,0.94,0.56
DMSO,nan,B23,509,0.972495088409,0.0275049115914,0.95,0.61
DMSO,nan,B24,488,0.991803278689,0.00819672131148,0.96,0.54
Axitinib,nan,C01,516,0.990310077519,0.00968992248062,0.95,0.52
Enzastaurin (LY317615),nan,C02,483,0.87784679089,0.12215320911,0.84,0.57
"Dovitinib (TKI-258, CHIR-258)",nan,C03,591,0.961082910321,0.0389170896785,0.84,0.54
Ruxolitinib (INCB018424),nan,C04,398,0.977386934673,0.0226130653266,0.94,0.54
Nilotinib (AMN-107),nan,C05,513,0.98440545809,0.0155945419103,0.94,0.565
Semagacestat (LY450139),nan,C06,576,0.989583333333,0.0104166666667,0.93,0.545
"Temsirolimus (CCI-779, NSC 683864)",nan,C07,567,0.985890652557,0.0141093474427,0.93,0.535
DAPT (GSI-IX),nan,C08,594,0.988215488215,0.0117845117845,0.95,0.58
Crizotinib (PF-02341066),nan,C09,696,0.712643678161,0.287356321839,0.77,0.63
ICG-001,nan,C10,608,0.981907894737,0.0180921052632,0.95,0.57
Brivanib (BMS-540215),nan,C11,554,0.985559566787,0.014440433213,0.96,0.58
GW788388,nan,C12,586,0.974402730375,0.0255972696246,0.95,0.57
U0126-EtOH,nan,C13,597,0.979899497487,0.0201005025126,0.92,0.585
S-Ruxolitinib (INCB018424),nan,C14,453,0.980132450331,0.0198675496689,0.94,0.58
GSK690693,nan,C15,553,0.99095840868,0.00904159132007,0.93,0.56
SANT-1,nan,C16,552,0.980072463768,0.0199275362319,0.96,0.55
Brivanib Alaninate (BMS-582664),nan,C17,473,0.978858350951,0.0211416490486,0.95,0.565
Ro 31-8220 Mesylate,nan,C18,700,0.444285714286,0.555714285714,0.62,0.63
CP-724714,nan,C19,520,0.990384615385,0.00961538461538,0.96,0.54
AR-A014418,nan,C20,621,0.987117552335,0.0128824476651,0.93,0.565
ENMD-2076,nan,C21,624,0.798076923077,0.201923076923,0.78,0.59
STA-21,nan,C22,512,0.98046875,0.01953125,0.95,0.58
DMSO,nan,C23,451,0.953436807095,0.0465631929047,0.94,0.56
DMSO,nan,C24,496,0.989919354839,0.0100806451613,0.96,0.6
Amuvatinib (MP-470),nan,D01,606,0.985148514851,0.0148514851485,0.96,0.54
GNE-7915,nan,D02,616,0.987012987013,0.012987012987,0.95,0.575
Genistein,nan,D03,589,0.989813242784,0.0101867572156,0.93,0.57
DMSO,nan,D04,612,0.977124183007,0.0228758169935,0.93,0.565
PHA-680632,nan,D05,539,0.884972170686,0.115027829314,0.84,0.58
FIIN-2,nan,D06,666,0.98048048048,0.0195195195195,0.93,0.57
HMN-214,nan,D07,602,0.765780730897,0.234219269103,0.8,0.6
DMSO,nan,D08,554,0.987364620939,0.0126353790614,0.95,0.55
Hesperadin,nan,D09,578,0.73875432526,0.26124567474,0.72,0.57
ONO-4059,nan,D10,627,0.979266347687,0.0207336523126,0.92,0.55
KRN 633,nan,D11,521,1.0,0.0,0.95,
DMSO,nan,D12,605,0.996694214876,0.00330578512397,0.94,0.645
Tie2 kinase inhibitor,nan,D13,479,0.995824634656,0.00417536534447,0.95,0.55
AG-18,nan,D14,534,0.986891385768,0.0131086142322,0.95,0.55
KW-2449,nan,D15,547,0.670932358318,0.329067641682,0.78,0.59
DMSO,nan,D16,598,0.971571906355,0.0284280936455,0.96,0.56
R406,nan,D17,545,0.977981651376,0.0220183486239,0.95,0.585
AMG 337,nan,D18,523,0.988527724665,0.0114722753346,0.95,0.57
PP242,nan,D19,659,0.694992412747,0.305007587253,0.64,0.57
DMSO,nan,D20,542,0.963099630996,0.0369003690037,0.95,0.57
Palomid 529 (P529),nan,D21,604,0.983443708609,0.0165562913907,0.95,0.555
DMSO,nan,D22,549,0.981785063752,0.0182149362477,0.94,0.54
DMSO,nan,D23,630,0.988888888889,0.0111111111111,0.96,0.57
DMSO,nan,D24,497,0.981891348089,0.0181086519115,0.96,0.59
Saracatinib (AZD0530),nan,E01,597,0.638190954774,0.361809045226,0.735,0.56
SB431542,nan,E02,581,0.998278829604,0.00172117039587,0.94,0.69
PD184352 (CI-1040),nan,E03,593,0.934232715008,0.0657672849916,0.92,0.54
Thiazovivin,nan,E04,516,0.976744186047,0.0232558139535,0.95,0.555
NVP-AEW541,nan,E05,723,0.769017980636,0.230982019364,0.77,0.57
Theophylline,nan,E06,470,0.991489361702,0.00851063829787,0.95,0.54
"VX-680 (Tozasertib, MK-0457)",nan,E07,591,0.97461928934,0.0253807106599,0.91,0.57
CYT387,nan,E08,418,0.980861244019,0.0191387559809,0.94,0.58
PHA-665752,nan,E09,501,0.99001996008,0.00998003992016,0.95,0.6
NVP-BSK805 2HCl,nan,E10,504,0.980158730159,0.0198412698413,0.95,0.535
"Refametinib (RDEA119, Bay 86-9766)",nan,E11,743,0.550471063257,0.449528936743,0.73,0.6
PF-5274857,nan,E12,577,0.986135181976,0.0138648180243,0.95,0.55
