Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,381,0.829396325459,0.170603674541,0.77,0.58
Defactinib,0.0016,A02,222,0.869369369369,0.130630630631,0.85,0.62
YM155,0.04,A03,207,0.884057971014,0.115942028986,0.8,0.59
Irinotecan mit 5-FU + Gefitinib,0.008,A04,175,0.834285714286,0.165714285714,0.76,0.62
Volasertib,0.04,A05,191,0.869109947644,0.130890052356,0.79,0.57
Gemcitabine,0.04,A06,208,0.956730769231,0.0432692307692,0.87,0.55
Bexaroten,0.04,A07,159,0.88679245283,0.11320754717,0.78,0.595
Dasatinib,0.008,A08,372,0.884408602151,0.115591397849,0.89,0.57
Staurosporine_500nM,0.04,A09,224,0.910714285714,0.0892857142857,0.7,0.595
Palbociclib,0.0016,A10,217,0.829493087558,0.170506912442,0.87,0.6
Vinblastin,0.0016,A11,225,0.928888888889,0.0711111111111,0.895,0.565
Vinblastin,0.2,A12,291,0.845360824742,0.154639175258,0.815,0.62
Irinotecan mit 5-FU,0.0016,A13,184,0.934782608696,0.0652173913043,0.82,0.585
YM155,1.0,A14,148,0.628378378378,0.371621621622,0.675,0.64
Irinotecan / SN-38,0.2,A15,634,0.362776025237,0.637223974763,0.58,0.64
Dabrafenib with Trametinib,0.04,A16,279,0.94982078853,0.0501792114695,0.92,0.55
DMSO,0.008,A17,208,0.899038461538,0.100961538462,0.87,0.61
AZD 4547,0.2,A18,184,0.902173913043,0.0978260869565,0.87,0.675
Afatinib,0.008,A19,249,0.859437751004,0.140562248996,0.79,0.59
ALISERTIB,0.008,A20,181,0.906077348066,0.0939226519337,0.9,0.55
lapatinib,0.04,A21,231,0.861471861472,0.138528138528,0.85,0.58
ruxolitinib,0.04,A22,223,0.883408071749,0.116591928251,0.87,0.585
Cabozantinib maleate,0.04,A23,227,0.925110132159,0.0748898678414,0.86,0.66
Panobinostat,0.008,A24,237,0.864978902954,0.135021097046,0.85,0.675
Idelalisib,0.2,B01,213,0.93896713615,0.0610328638498,0.915,0.57
Crizotinib,1.0,B02,277,0.851985559567,0.148014440433,0.84,0.6
DMSO,0.008,B03,227,0.823788546256,0.176211453744,0.82,0.625
sonidegib,0.2,B04,235,0.936170212766,0.063829787234,0.9,0.62
Irinotecan / SN-38,0.04,B05,299,0.448160535117,0.551839464883,0.64,0.66
Vorinostat,0.0016,B06,240,0.958333333333,0.0416666666667,0.91,0.56
Trifluoridin/Tipiracil,1.0,B07,171,0.888888888889,0.111111111111,0.84,0.57
DMSO,0.2,B08,208,0.918269230769,0.0817307692308,0.85,0.57
sonidegib,0.0016,B09,255,0.949019607843,0.0509803921569,0.91,0.64
AZD 5363,0.008,B10,266,0.921052631579,0.0789473684211,0.9,0.6
LGK974,0.0016,B11,196,0.918367346939,0.0816326530612,0.83,0.62
5-FU,0.008,B12,243,0.913580246914,0.0864197530864,0.86,0.58
Everolimus,0.2,B13,248,0.911290322581,0.0887096774194,0.91,0.58
AZD 4547,0.0016,B14,255,0.929411764706,0.0705882352941,0.83,0.59
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,208,0.923076923077,0.0769230769231,0.88,0.63
Paclitaxel,0.04,B16,209,0.923444976077,0.0765550239234,0.9,0.65
PHENFORMIN,0.0016,B17,230,0.882608695652,0.117391304348,0.88,0.6
pazopanib,0.2,B18,213,0.87323943662,0.12676056338,0.85,0.58
Irinotecan mit 5-FU,1.0,B19,449,0.387527839644,0.612472160356,0.61,0.65
Trametinib,1.0,B20,310,0.790322580645,0.209677419355,0.79,0.61
Venetoclax,0.008,B21,289,0.77508650519,0.22491349481,0.76,0.63
Docetaxel,0.04,B22,219,0.917808219178,0.0821917808219,0.91,0.58
Alpelisib,0.008,B23,218,0.811926605505,0.188073394495,0.855,0.64
Trametinib,0.0016,B24,234,0.867521367521,0.132478632479,0.87,0.58
Taselisib,0.2,C01,263,0.912547528517,0.0874524714829,0.87,0.64
Irinotecan mit 5-FU + Gefitinib,0.04,C02,232,0.771551724138,0.228448275862,0.74,0.61
