Product.Name,concentration,Well.ID,Num.Objects,Percent.Live,Percent.Dead,Median.Certainty.Live,Median.Certainty.Dead
Taselisib,1.0,A01,367,0.662125340599,0.337874659401,0.71,0.64
Defactinib,0.0016,A02,389,0.928020565553,0.0719794344473,0.96,0.625
YM155,0.04,A03,368,0.785326086957,0.214673913043,0.85,0.67
Irinotecan mit 5-FU + Gefitinib,0.008,A04,357,0.697478991597,0.302521008403,0.74,0.71
Volasertib,0.04,A05,522,0.134099616858,0.865900383142,0.62,0.83
Gemcitabine,0.04,A06,324,0.361111111111,0.638888888889,0.64,0.73
Bexaroten,0.04,A07,401,0.965087281796,0.0349127182045,0.95,0.555
Dasatinib,0.008,A08,374,0.930481283422,0.0695187165775,0.88,0.64
Staurosporine_500nM,0.04,A09,341,0.357771260997,0.642228739003,0.61,0.67
Palbociclib,0.0016,A10,412,0.968446601942,0.0315533980583,0.95,0.58
Vinblastin,0.0016,A11,435,0.889655172414,0.110344827586,0.865,0.615
Vinblastin,0.2,A12,446,0.186098654709,0.813901345291,0.61,0.8
Irinotecan mit 5-FU,0.0016,A13,409,0.909535452323,0.0904645476773,0.88,0.63
YM155,1.0,A14,429,0.027972027972,0.972027972028,0.65,0.9
Irinotecan / SN-38,0.2,A15,371,0.0754716981132,0.924528301887,0.585,0.84
Dabrafenib with Trametinib,0.04,A16,394,0.837563451777,0.162436548223,0.8,0.59
DMSO,0.008,A17,426,0.950704225352,0.0492957746479,0.94,0.63
AZD 4547,0.2,A18,388,0.966494845361,0.0335051546392,0.95,0.56
Afatinib,0.008,A19,358,0.469273743017,0.530726256983,0.67,0.7
ALISERTIB,0.008,A20,409,0.640586797066,0.359413202934,0.75,0.73
lapatinib,0.04,A21,479,0.970772442589,0.0292275574113,0.94,0.55
ruxolitinib,0.04,A22,361,0.95567867036,0.0443213296399,0.95,0.635
Cabozantinib maleate,0.04,A23,427,0.962529274005,0.0374707259953,0.93,0.62
Panobinostat,0.008,A24,426,0.908450704225,0.0915492957746,0.86,0.59
Idelalisib,0.2,B01,415,0.879518072289,0.120481927711,0.89,0.61
Crizotinib,1.0,B02,354,0.0593220338983,0.940677966102,0.605,0.87
DMSO,0.008,B03,418,0.959330143541,0.0406698564593,0.94,0.62
sonidegib,0.2,B04,392,0.933673469388,0.0663265306122,0.93,0.59
Irinotecan / SN-38,0.04,B05,308,0.412337662338,0.587662337662,0.63,0.71
Vorinostat,0.0016,B06,413,0.9200968523,0.0799031476998,0.88,0.65
Trifluoridin/Tipiracil,1.0,B07,323,0.767801857585,0.232198142415,0.78,0.67
DMSO,0.2,B08,411,0.973236009732,0.0267639902676,0.96,0.66
sonidegib,0.0016,B09,407,0.874692874693,0.125307125307,0.87,0.68
AZD 5363,0.008,B10,396,0.954545454545,0.0454545454545,0.93,0.61
LGK974,0.0016,B11,432,0.965277777778,0.0347222222222,0.94,0.59
5-FU,0.008,B12,351,0.908831908832,0.0911680911681,0.85,0.64
Everolimus,0.2,B13,411,0.9099756691,0.0900243309002,0.91,0.62
AZD 4547,0.0016,B14,444,0.957207207207,0.0427927927928,0.93,0.62
Oxaliplatin mit 5-FU + Gefitinib,0.04,B15,351,0.706552706553,0.293447293447,0.75,0.66
Paclitaxel,0.04,B16,412,0.167475728155,0.832524271845,0.605,0.81
PHENFORMIN,0.0016,B17,417,0.954436450839,0.0455635491607,0.94,0.6
pazopanib,0.2,B18,419,0.954653937947,0.0453460620525,0.94,0.56
Irinotecan mit 5-FU,1.0,B19,282,0.379432624113,0.620567375887,0.62,0.7
Trametinib,1.0,B20,400,0.6725,0.3275,0.76,0.67
Venetoclax,0.008,B21,315,0.822222222222,0.177777777778,0.84,0.66
Docetaxel,0.04,B22,368,0.192934782609,0.807065217391,0.6,0.86
Alpelisib,0.008,B23,410,0.956097560976,0.0439024390244,0.92,0.61
Trametinib,0.0016,B24,417,0.913669064748,0.0863309352518,0.91,0.66
Taselisib,0.2,C01,487,0.809034907598,0.190965092402,0.79,0.61
Irinotecan mit 5-FU + Gefitinib,0.04,C02,433,0.568129330254,0.431870669746,0.69,0.68
Ponatinib,0.008,C03,473,0.987315010571,0.0126849894292,0.95,0.54
Gemcitabine,0.0016,C04,415,0.922891566265,0.0771084337349,0.9,0.565
5-FU,0.2,C05,343,0.723032069971,0.276967930029,0.795,0.66
Etoposid,0.0016,C06,432,0.967592592593,0.0324074074074,0.93,0.585
Vorinostat,0.008,C07,432,0.921296296296,0.0787037037037,0.89,0.625
Olaparib,0.2,C08,428,0.953271028037,0.0467289719626,0.93,0.555
Everolimus,0.0016,C09,447,0.935123042506,0.0648769574944,0.93,0.6
Bexaroten,0.008,C10,424,0.974056603774,0.0259433962264,0.95,0.6
Venetoclax,0.04,C11,443,0.97065462754,0.0293453724605,0.94,0.61
Docetaxel,1.0,C12,578,0.299307958478,0.700692041522,0.65,0.79
PRI-724,0.0016,C13,468,0.970085470085,0.0299145299145,0.93,0.72
Erlotinib,0.0016,C14,454,0.958149779736,0.0418502202643,0.94,0.56
Bortezomib,0.2,C15,458,0.00218340611354,0.997816593886,0.51,0.95
DMSO,0.0016,C16,516,0.957364341085,0.0426356589147,0.94,0.55
GSK2636771,0.2,C17,432,0.969907407407,0.0300925925926,0.93,0.59
Methotrexate,0.0016,C18,452,0.933628318584,0.0663716814159,0.9,0.64
PHENFORMIN,0.04,C19,510,0.974509803922,0.0254901960784,0.93,0.65
5-FU,0.04,C20,323,0.71826625387,0.28173374613,0.76,0.67
Defactinib,1.0,C21,425,0.92,0.08,0.85,0.615
Venetoclax,0.0016,C22,476,0.953781512605,0.046218487395,0.92,0.59
GSK2636771,0.008,C23,442,0.952488687783,0.0475113122172,0.94,0.62
DMSO,0.04,C24,395,0.822784810127,0.177215189873,0.83,0.66
Dasatinib,0.0016,D01,479,0.958246346555,0.0417536534447,0.93,0.655
Olaparib,0.0016,D02,456,0.949561403509,0.0504385964912,0.94,0.57
Dacarbazine,0.04,D03,436,0.974770642202,0.0252293577982,0.95,0.59
Erlotinib,0.008,D04,470,0.96170212766,0.0382978723404,0.96,0.625
Cabozantinib maleate,0.0016,D05,498,0.953815261044,0.0461847389558,0.93,0.63
Regorafenib,0.04,D06,500,0.98,0.02,0.93,0.595
Idelalisib,0.008,D07,439,0.984054669704,0.0159453302961,0.94,0.61
Oxaliplatin mit 5-FU + Gefitinib,0.0016,D08,423,0.943262411348,0.0567375886525,0.92,0.615
Palbociclib,1.0,D09,529,0.837429111531,0.162570888469,0.82,0.64
DMSO,1.0,D10,506,0.942687747036,0.0573122529644,0.89,0.6
Bleomycin,0.008,D11,491,0.959266802444,0.040733197556,0.93,0.625
Dabrafenib,0.2,D12,476,0.960084033613,0.0399159663866,0.93,0.6
VX-702,0.2,D13,517,0.970986460348,0.0290135396518,0.92,0.58
MK-1775,0.04,D14,610,0.813114754098,0.186885245902,0.775,0.63
Regorafenib,0.0016,D15,500,0.948,0.052,0.92,0.605
Bleomycin,1.0,D16,414,0.541062801932,0.458937198068,0.72,0.69
Sorafenib,0.0016,D17,461,0.969631236443,0.0303687635575,0.92,0.595
YM155,0.008,D18,488,0.948770491803,0.0512295081967,0.93,0.61
Gefitinib,0.0016,D19,398,0.942211055276,0.0577889447236,0.935,0.63
Sorafenib,0.008,D20,437,0.967963386728,0.0320366132723,0.93,0.62
Oxaliplatin mit 5-FU,0.04,D21,352,0.676136363636,0.323863636364,0.76,0.68
Erlotinib,0.04,D22,439,0.970387243736,0.0296127562642,0.94,0.63
Afatinib,0.2,D23,310,0.448387096774,0.551612903226,0.685,0.79
Alpelisib,0.0016,D24,467,0.961456102784,0.0385438972163,0.94,0.625
Taselisib,0.008,E01,507,0.909270216963,0.0907297830375,0.88,0.665
YM155,0.2,E02,542,0.110701107011,0.889298892989,0.655,0.86
Irinotecan mit 5-FU + Gefitinib,0.0016,E03,411,0.951338199513,0.0486618004866,0.93,0.595
Oxaliplatin mit 5-FU + Gefitinib,0.2,E04,389,0.80205655527,0.19794344473,0.8,0.68
Etoposid,0.04,E05,393,0.788804071247,0.211195928753,0.77,0.66
DMSO,1.0,E06,449,0.955456570156,0.0445434298441,0.94,0.6
Oxaliplatin,0.0016,E07,429,0.958041958042,0.041958041958,0.93,0.6
Etoposid,1.0,E08,346,0.49710982659,0.50289017341,0.685,0.71
pazopanib,0.04,E09,490,0.957142857143,0.0428571428571,0.92,0.58
Venetoclax,0.2,E10,477,0.958071278826,0.041928721174,0.93,0.62
Bexaroten,1.0,E11,427,0.83606557377,0.16393442623,0.82,0.64
Afatinib,1.0,E12,500,0.668,0.332,0.74,0.7
DMSO,0.04,E13,562,0.960854092527,0.0391459074733,0.94,0.64
Birinapant,0.2,E14,536,0.557835820896,0.442164179104,0.72,0.73
Afatinib,0.04,E15,558,0.865591397849,0.134408602151,0.87,0.6
17AAG,0.0016,E16,490,0.961224489796,0.0387755102041,0.94,0.6
DMSO,0.2,E17,453,0.969094922737,0.0309050772627,0.93,0.575
MK-1775,0.0016,E18,503,0.972166998012,0.0278330019881,0.94,0.62
Trametinib,0.008,E19,514,0.924124513619,0.0758754863813,0.88,0.59
Irinotecan / SN-38,1.0,E20,447,0.0178970917226,0.982102908277,0.58,0.89
Idelalisib,1.0,E21,435,0.963218390805,0.0367816091954,0.88,0.57
Bleomycin,0.2,E22,467,0.940042826552,0.0599571734475,0.885,0.645
Palbociclib,0.008,E23,483,0.964803312629,0.0351966873706,0.93,0.63
VX-702,1.0,E24,462,0.909090909091,0.0909090909091,0.86,0.655
Etoposid,0.008,F01,496,0.971774193548,0.0282258064516,0.95,0.61
Dasatinib,1.0,F02,467,0.0835117773019,0.916488222698,0.595,0.86
DMSO,0.2,F03,433,0.9792147806,0.0207852193995,0.96,0.62
Cabozantinib maleate,1.0,F04,496,0.909274193548,0.0907258064516,0.87,0.6
Irinotecan / SN-38,0.008,F05,446,0.558295964126,0.441704035874,0.69,0.66
Miglitol,0.008,F06,498,0.953815261044,0.0461847389558,0.93,0.58
Paclitaxel,0.0016,F07,425,0.917647058824,0.0823529411765,0.9,0.65
Gefitinib,0.04,F08,472,0.860169491525,0.139830508475,0.9,0.615
Staurosporine_500nM,0.0016,F09,343,0.393586005831,0.606413994169,0.63,0.66
Gefitinib,1.0,F10,460,0.802173913043,0.197826086957,0.84,0.62
Doxorubicin,0.008,F11,519,0.676300578035,0.323699421965,0.71,0.63
Axitinib,0.008,F12,438,0.958904109589,0.041095890411,0.93,0.6
ALISERTIB,0.04,F13,571,0.495621716287,0.504378283713,0.68,0.72
Gefitinib,0.008,F14,449,0.824053452116,0.175946547884,0.84,0.65
Oxaliplatin,1.0,F15,479,0.826722338205,0.173277661795,0.83,0.61
DMSO,0.0016,F16,511,0.972602739726,0.027397260274,0.94,0.6
AZD 5363,0.04,F17,469,0.957356076759,0.0426439232409,0.94,0.595
Dacarbazine,0.2,F18,532,0.977443609023,0.0225563909774,0.93,0.56
AZD 5363,0.0016,F19,451,0.957871396896,0.0421286031042,0.93,0.59
Napabucasin,0.2,F20,464,0.963362068966,0.0366379310345,0.94,0.64
Nutlin3a,1.0,F21,529,0.102079395085,0.897920604915,0.56,0.8
Panobinostat,0.04,F22,497,0.704225352113,0.295774647887,0.71,0.65
Dabrafenib,0.04,F23,478,0.918410041841,0.081589958159,0.89,0.6
Palbociclib,0.2,F24,340,0.867647058824,0.132352941176,0.88,0.6
Idelalisib,0.0016,G01,499,0.939879759519,0.060120240481,0.925,0.625
Bortezomib,1.0,G02,647,0.0,1.0,,0.96
Napabucasin,1.0,G03,716,0.0,1.0,,0.94
Binimetinib,0.04,G04,500,0.892,0.108,0.88,0.58
DMSO,0.0016,G05,462,0.958874458874,0.0411255411255,0.95,0.61
Afatinib,0.0016,G06,426,0.884976525822,0.115023474178,0.88,0.62
Bortezomib,0.008,G07,250,0.248,0.752,0.64,0.81
